Rank,Grade,Username,Uploads,Subscribers,Views,Category,Estimated Revenue ($)
"1,003rd",B+,Fabru Blacutt,692,15100000.0,6755742943.0,comedy,20267228.829
"1,004th",A-,WigoFellas,281,15100000.0,6396316125.0,entertainment,19188948.375
"1,005th",B+,Codiscos,"7,605",15100000.0,14670259115.0,music,44010777.345
"1,006th",B+,Lachlan,"3,935",15100000.0,5611894199.0,games,16835682.597
"1,007th",B+,Fueled By Ramen,"1,226",15100000.0,14222628304.0,entertainment,42667884.912
"1,008th",A-,Jorge & Mateus Oficial,354,15100000.0,10399946815.0,music,31199840.445
"1,009th",B+,Gustavo Paródias,"2,813",15100000.0,3838410955.0,comedy,11515232.865
"1,010th",A,Osratouna tv - قناة أسرتن…,522,15100000.0,11333229613.0,music,33999688.839
"1,011th",B+,shadab5star,"1,066",15100000.0,4826920171.0,entertainment,14480760.513
"1,012th",B,The Slow Mo Guys,349,15100000.0,2633820097.0,education,7901460.291
"1,013th",B+,Typical Gamer,"5,303",15100000.0,5039495940.0,games,15118487.82
"1,014th",A,Mini Katana,"2,010",15100000.0,9308826517.0,people,27926479.551000003
"1,015th",A,عائلة ابو رعد للمن�…,"2,680",15000000.0,10839869027.0,comedy,32519607.081
"1,016th",B+,TommyInnit,482,15000000.0,2460608046.0,games,7381824.138
"1,017th",B+,Captain Watch Hits,670,15000000.0,1346790297.0,entertainment,4040370.891
"1,018th",A-,Murliwale Hausla,932,15000000.0,4777247052.0,animals,14331741.156
"1,019th",A,Si Bocil - Bocah Cilik,"1,643",15000000.0,9008916342.0,people,27026749.026
"1,020th",B+,Blockbuster Movies,"1,387",15000000.0,3258995350.0,people,9776986.05
"1,021st",B+,Wish 107.5,"2,107",15000000.0,6834736701.0,music,20504210.103
"1,022nd",B,iTownGamePlay *Terror&Diversión*,"9,115",15000000.0,5116575043.0,games,15349725.128999999
"1,023rd",B+,Hacksmith Industries,"1,150",15000000.0,2666022128.0,tech,7998066.384
"1,024th",B,BOT NETWORK,472,15000000.0,1104269737.0,tech,3312809.211
"1,025th",B+,Ali Anas Khan,859,15000000.0,3176923289.0,,9530769.866999999
"1,026th",B+,AdeleVEVO,52,14900000.0,13509257768.0,music,40527773.304
"1,027th",B+,ALDIS Putra,"4,086",14900000.0,5002151807.0,film,15006455.421
"1,028th",A-,Peppa Pig em Português Brasil - C…,"1,762",14900000.0,5308768744.0,film,15926306.232
"1,029th",B+,Chad Wild Clay,761,14900000.0,7106722922.0,entertainment,21320168.766000003
"1,030th",B,Dropout,"4,651",14900000.0,7086116542.0,comedy,21258349.626000002
"1,031st",B,ERB,88,14900000.0,4168277638.0,entertainment,12504832.913999999
"1,032nd",B,Canal Nostalgia,445,14900000.0,1552782990.0,entertainment,4658348.97
"1,033rd",B+,Jack Doherty,"1,950",14900000.0,5867906251.0,entertainment,17603718.753
"1,034th",A-,Major Lazer Official,466,14900000.0,9973244986.0,music,29919734.957999997
"1,035th",B+,ETV Jabardasth,"12,276",14900000.0,14861170561.0,comedy,44583511.683
"1,036th",B-,НТВ,1,14900000.0,439098.0,news,1317.294
"1,037th",A-,GONZOK,788,14900000.0,3456814657.0,entertainment,10370443.971
"1,038th",A+,Zack D. Films,917,14900000.0,19548130989.0,travel,58644392.967
"1,039th",B+,Hear This Music,49,14900000.0,9965643288.0,music,29896929.864
"1,040th",B+,Aniruddhacharya ji,"7,348",14800000.0,3712718689.0,people,11138156.067
"1,041st",B-,Neha Kakkar,175,14800000.0,2388081837.0,music,7164245.511
"1,042nd",A-,mercuri_88,969,14800000.0,7977123990.0,comedy,23931371.97
"1,043rd",A-,Теремок ТВ,"3,209",14800000.0,12159844975.0,film,36479534.925
"1,044th",B-,Super Senya RU,"1,019",14800000.0,2556191315.0,comedy,7668573.945
"1,045th",B,Narins Beauty,454,14800000.0,2402710140.0,entertainment,7208130.42
"1,046th",B+,Payman,948,14800000.0,8189612617.0,,24568837.851
"1,047th",B-,Harry Styles,17,14800000.0,6737956410.0,music,20213869.23
"1,048th",B+,Vogue,"3,713",14800000.0,4958831338.0,people,14876494.014000002
"1,049th",B+,Atlantic Records,"1,979",14800000.0,13848663561.0,music,41545990.683
"1,050th",A,Nico_thepomeranian,528,14800000.0,12306047506.0,,36918142.518
"1,051st",B+,Farjana Drawing Academy,"1,568",14800000.0,4268239703.0,howto,12804719.109
"1,052nd",B+,TV Ana Emilia,828,14800000.0,5033713258.0,entertainment,15101139.774
"1,053rd",B-,TheRichest,"2,458",14800000.0,2737970341.0,entertainment,8213911.023
"1,054th",B+,Gallina Pintadita,64,14800000.0,10689375154.0,film,32068125.461999997
"1,055th",B-,Martin Garrix,405,14800000.0,6474013065.0,music,19422039.195
"1,056th",B,حقائق وأسرار,"1,484",14700000.0,2259211005.0,entertainment,6777633.015
"1,057th",B,Maha Fun Tv,87,14700000.0,1384998774.0,entertainment,4154996.3219999997
"1,058th",B+,King of Cubers,578,14700000.0,3876810233.0,howto,11630430.699000001
"1,059th",B,DangMattSmith,"2,184",14700000.0,3488022924.0,entertainment,10464068.772
"1,060th",B,Reaction Time,"1,745",14700000.0,4496465922.0,entertainment,13489397.766
"1,061st",A-,SpriteDer SPD,459,14700000.0,4037306691.0,comedy,12111920.073
"1,062nd",B-,Fifth Harmony,67,14700000.0,8369072057.0,music,25107216.171
"1,063rd",B+,Pastor Antônio Júnior,"6,427",14700000.0,2642687035.0,people,7928061.105
"1,064th",B-,Planeta das Gêmeas,561,14700000.0,2946420510.0,entertainment,8839261.53
"1,065th",A-,Moonbug Kids - Sing Along With Me!,"1,421",14700000.0,6035125029.0,education,18105375.087
"1,066th",A-,はじめしゃちょー（hajime�…,"3,126",14600000.0,11707304671.0,entertainment,35121914.013
"1,067th",B,Boram Tube ToysReview [보람튜�…,652,14600000.0,5111038973.0,people,15333116.919
"1,068th",B+,LORD Ahmed,208,14600000.0,4792174873.0,film,14376524.618999999
"1,069th",B-,BIBO와 장난감,231,14600000.0,3649691402.0,entertainment,10949074.206
"1,070th",A,Box Of Vengeance,253,14600000.0,4300063443.0,,12900190.329
"1,071st",B+,Trakin Tech,"4,023",14600000.0,2743239606.0,tech,8229718.818
"1,072nd",A-,Zee Kids,"5,533",14600000.0,9280870027.0,entertainment,27842610.081
"1,073rd",B+,Bie The Ska,"1,872",14600000.0,4999138912.0,entertainment,14997416.735999998
"1,074th",B-,Cafe Music BGM channel,"2,510",14600000.0,1470643144.0,music,4411929.432
"1,075th",A-,Ankita Bhawsar,975,14600000.0,7446262777.0,people,22338788.331
"1,076th",A-,Right to Shiksha,"3,082",14600000.0,9701771022.0,education,29105313.066
"1,077th",A,News Nation,"1,54,046",14600000.0,4027424382.0,news,12082273.146000002
"1,078th",B,NikkieTutorials,901,14600000.0,2027824292.0,entertainment,6083472.876
"1,079th",A-,Pinkfong en español - Canciones I…,"2,271",14600000.0,6704127848.0,education,20112383.544
"1,080th",B+,Jugnu Kids - Nursery Rhymes and Be…,"5,035",14600000.0,6299271392.0,education,18897814.176
"1,081st",B+,Quantum Tech HD,413,14500000.0,2914966210.0,tech,8744898.629999999
"1,082nd",A,Vishal Rajput Official,529,14500000.0,6388392287.0,comedy,19165176.860999998
"1,083rd",B+,My Mate Nate,"1,557",14500000.0,4281290205.0,entertainment,12843870.615
"1,084th",A,LIV Comedy,"15,958",14500000.0,9466414298.0,comedy,28399242.894
"1,085th",B,LEGENDA FUNK,"6,231",14500000.0,2376204964.0,music,7128614.892000001
"1,086th",B+,VYRLOriginals,476,14500000.0,6131448162.0,music,18394344.485999998
"1,087th",B+,설기양SULGI,877,14500000.0,4378432427.0,people,13135297.281
"1,088th",B+,Lotus Music,514,14500000.0,1740660028.0,tech,5221980.084
"1,089th",B,Cyprien,252,14500000.0,3207974477.0,comedy,9623923.431
"1,090th",B+,Rosanna Pansino,"1,573",14500000.0,4835508831.0,howto,14506526.493
"1,091st",A-,Brianna,801,14500000.0,5929462181.0,entertainment,17788386.542999998
"1,092nd",B-,Gamze - Nursery Rhymes,13,14500000.0,947782396.0,people,2843347.188
"1,093rd",A,ChuChuTV Hindi,512,14500000.0,7050515421.0,education,21151546.263
"1,094th",B,IDEIAS INCRÍVEIS,"6,326",14500000.0,3643144585.0,howto,10929433.754999999
"1,095th",B+,SIS vs BRO,395,14500000.0,7174392604.0,entertainment,21523177.812
"1,096th",B+,Jane & Sergio ?,"1,987",14500000.0,12142126807.0,entertainment,36426380.421000004
"1,097th",B+,Поззи,"3,419",14500000.0,7299796438.0,entertainment,21899389.314
"1,098th",B,انصالة فاميلي I أنس…,369,14500000.0,2940126965.0,entertainment,8820380.895
"1,099th",B+,Saturday Night Live,"8,772",14500000.0,16369347051.0,comedy,49108041.153000005
"1,100th",A-,Olivia Rodrigo,72,14500000.0,5120727512.0,music,15362182.536
"1,101st",B+,Spiderbritto,"1,163",14400000.0,6342739217.0,entertainment,19028217.651
"1,102nd",B+,Technology Gyan,"1,182",14400000.0,1380799919.0,tech,4142399.757
"1,103rd",A-,Kirya Kolesnikov,"3,558",14400000.0,9265798388.0,people,27797395.164
"1,104th",A,Jojo Sim,"2,378",14400000.0,17786149625.0,entertainment,53358448.875
"1,105th",A-,RECOPILACIONES DE ALFREDO,"1,120",14400000.0,8241580760.0,people,24724742.28
"1,106th",B+,Heidi y Zidane,835,14400000.0,6642527070.0,people,19927581.21
"1,107th",B+,Lofi Girl,171,14400000.0,2037311266.0,music,6111933.798
"1,108th",B+,The Infographics Show,"5,077",14400000.0,6027143517.0,education,18081430.551
"1,109th",A-,official Pooja Pramod,"1,353",14400000.0,4449929876.0,,13349789.628
"1,110th",B+,Al Jazeera English,"1,18,161",14400000.0,4860615902.0,news,14581847.706
"1,111th",B+,BBC,"20,259",14400000.0,10657882297.0,entertainment,31973646.891000003
"1,112th",A,Secret Vlog,"2,959",14400000.0,15254321169.0,comedy,45762963.507
"1,113th",A-,Koushal Monga,"1,194",14400000.0,9427474125.0,people,28282422.375
"1,114th",B+,Sonotek Bhakti,"8,951",14400000.0,4182864578.0,music,12548593.734000001
"1,115th",B+,infobells,605,14400000.0,5571754413.0,education,16715263.239
"1,116th",B+,NishaMadhulika,"2,290",14400000.0,3246101805.0,howto,9738305.415000001
"1,117th",A-,Spizee,350,14400000.0,6371948356.0,people,19115845.068
"1,118th",B-,Zeinab Harake,323,14300000.0,1034576768.0,people,3103730.304
"1,119th",A,Facts' Mine,895,14300000.0,9101475056.0,entertainment,27304425.167999998
"1,120th",B-,Drawblogs,549,14300000.0,1634429625.0,entertainment,4903288.875
"1,121st",B,Adel Amira,41,14300000.0,2680171388.0,film,8040514.163999999
"1,122nd",A,Mati Spano,"1,614",14300000.0,7764680858.0,music,23294042.574
"1,123rd",A,Ak Ultra,"2,298",14300000.0,6456813343.0,entertainment,19370440.029
"1,124th",A-,Maroon5VEVO,138,14300000.0,21337340024.0,music,64012020.072
"1,125th",B+,SelenaGomezVEVO,195,14300000.0,12412638226.0,music,37237914.678
"1,126th",A-,NachitoJuegaJuegos,826,14300000.0,3170506311.0,games,9511518.933
"1,127th",B+,Akon,65,14300000.0,7590293219.0,music,22770879.656999998
"1,128th",B+,Awakening Music,962,14300000.0,6060807382.0,music,18182422.146
"1,129th",B+,Tales Bento,75,14300000.0,3674350648.0,comedy,11023051.944
"1,130th",B,Lilly Singh,"1,196",14300000.0,3548318516.0,comedy,10644955.548
"1,131st",A-,ChuuyMine,474,14300000.0,1576952857.0,,4730858.571
"1,132nd",B,Rclbeauty101,459,14300000.0,3912223726.0,entertainment,11736671.178
"1,133rd",A-,OHIOBOSS SATOYU,365,14200000.0,5527369734.0,,16582109.202
"1,134th",A-,tvOneNews,"1,56,258",14200000.0,9355058776.0,news,28065176.328
"1,135th",A,Kids smile TV,322,14200000.0,6973492589.0,entertainment,20920477.766999997
"1,136th",B+,Matt Steffanina,748,14200000.0,3876936082.0,entertainment,11630808.246
"1,137th",B+,VENDY YADUWANSHI,"1,111",14200000.0,9985099995.0,entertainment,29955299.985
"1,138th",A-,Cheryl Antoinette,"11,256",14200000.0,6895748823.0,entertainment,20687246.469
"1,139th",B,New Viral Shorts,"1,232",14200000.0,101845314.0,entertainment,305535.942
"1,140th",B+,Jamie Nyland,"1,587",14200000.0,2492489882.0,entertainment,7477469.646000001
"1,141st",B+,PlayHard,"2,505",14200000.0,2407794350.0,games,7223383.050000001
"1,142nd",A,Sangeeth Kumar,"1,140",14200000.0,10161704725.0,people,30485114.174999997
"1,143rd",B,Invento na Hora,"1,354",14200000.0,4153635665.0,entertainment,12460906.995000001
"1,144th",B+,Lindsey Stirling,369,14200000.0,4079629582.0,music,12238888.746
"1,145th",A,Olympics,"15,385",14200000.0,8376701817.0,sports,25130105.450999998
"1,146th",B+,WiederDude,321,14200000.0,3205186081.0,games,9615558.242999999
"1,147th",B-,서은일상이야기,390,14200000.0,607479129.0,entertainment,1822437.3869999999
"1,148th",B+,Alex Gonzaga Official,370,14100000.0,1636010641.0,people,4908031.923
"1,149th",B,BUDI01 GAMING,381,14100000.0,1289366668.0,games,3868100.004
"1,150th",B,Aadishorts 1M,"2,782",14100000.0,466002211.0,,1398006.633
"1,151st",B+,AM3NlC,"6,057",14100000.0,5094777255.0,people,15284331.765
"1,152nd",B,JOJO TV - Hindi Stories,"1,316",14100000.0,5362643320.0,film,16087929.96
"1,153rd",A,ABP MAJHA,"4,28,087",14100000.0,13570583851.0,news,40711751.553
"1,154th",B+,Zoya Sheikh,765,14100000.0,4426369999.0,people,13279109.997
"1,155th",A-,Bindass Kavya,904,14100000.0,6873877236.0,people,20621631.707999997
"1,156th",A-,Hariyo Ardhito,"1,211",14100000.0,3758404119.0,people,11275212.357
"1,157th",B,123 GO! Spanish,834,14100000.0,5209855603.0,howto,15629566.809
"1,158th",B+,FAPTV,"1,266",14100000.0,5374912938.0,comedy,16124738.814
"1,159th",B+,#Refugio Mental,"1,034",14100000.0,3745256616.0,entertainment,11235769.848
"1,160th",B,Мастерская Настро�…,"1,232",14100000.0,4154097295.0,entertainment,12462291.885
"1,161st",B+,Windah Basudara,"5,236",14100000.0,3888070865.0,games,11664212.595
"1,162nd",A-,ChuyMineVt,919,14100000.0,2996676500.0,games,8990029.5
"1,163rd",B-,JD Pantoja,16,14100000.0,1563930403.0,music,4691791.209
"1,164th",B+,Rathore Cassettes,"6,450",14100000.0,5467054294.0,entertainment,16401162.882
"1,165th",B+,Kids Line♡キッズライン,"3,134",14100000.0,10032825183.0,education,30098475.549000002
"1,166th",B,Darkar Company Studios,196,14100000.0,2304790640.0,comedy,6914371.92
"1,167th",B+,Rachit Rojha,244,14100000.0,4463263711.0,entertainment,13389791.133000001
"1,168th",A-,5-Minute Crafts LIKE,"5,267",14100000.0,6602798888.0,howto,19808396.664
"1,169th",B+,Heera Gold,"2,079",14000000.0,3856570381.0,people,11569711.143
"1,170th",A-,Biper y sus Amigos,202,14000000.0,7741878137.0,music,23225634.411
"1,171st",B+,Kabita's Kitchen,"1,874",14000000.0,3340481183.0,howto,10021443.549
"1,172nd",B-,Super Polina,600,14000000.0,4785246078.0,entertainment,14355738.234
"1,173rd",B,F2Freestylers - Ultimate Soccer Sk…,782,14000000.0,3363878083.0,sports,10091634.249
"1,174th",B+,Watch Me,"1,528",14000000.0,6391840264.0,entertainment,19175520.792000003
"1,175th",A-,IBRAHIM ELHIDIR,"2,222",14000000.0,6331533272.0,people,18994599.816
"1,176th",A,MALOUCOS,"1,011",14000000.0,7244350532.0,entertainment,21733051.596
"1,177th",A-,Taylor Red TV,"10,837",14000000.0,15695444313.0,entertainment,47086332.938999996
"1,178th",A-,ARY News,"1,35,177",14000000.0,8309947296.0,news,24929841.888
"1,179th",B+,Wesley Safadão,462,14000000.0,8784666775.0,music,26354000.325000003
"1,180th",A,Brandon B,793,14000000.0,11600171189.0,entertainment,34800513.567
"1,181st",A-,First We Feast,"1,780",14000000.0,4071484099.0,entertainment,12214452.297
"1,182nd",A,Khwahish Gal,815,14000000.0,8456935450.0,music,25370806.349999998
"1,183rd",A,Ranwa Family,"1,368",14000000.0,9239005856.0,people,27717017.568000004
"1,184th",A-,Asli Mona Official,"1,155",14000000.0,7762297572.0,people,23286892.716
"1,185th",A-,MalumaVEVO,214,14000000.0,20800031456.0,music,62400094.368
"1,186th",B+,Neagle,"2,604",14000000.0,2774461127.0,entertainment,8323383.380999999
"1,187th",B+,Trap City,"3,059",14000000.0,5332860897.0,music,15998582.691
"1,188th",B+,Palomares Magic,985,14000000.0,3914492935.0,entertainment,11743478.805
"1,189th",B+,Lady Diana,"1,446",13900000.0,8907888634.0,people,26723665.902
"1,190th",B,ADEL et SAMI,564,13900000.0,5676080226.0,entertainment,17028240.678
"1,191st",B+,办公室小野 Ms Yeah,435,13900000.0,4916111830.0,howto,14748335.49
"1,192nd",B,Deepali Markam ??,314,13900000.0,4702748059.0,people,14108244.177000001
"1,193rd",B-,BigTasty,6,13900000.0,373938.0,film,1121.8139999999999
"1,194th",A-,Juguetes y Colores,912,13900000.0,6898408937.0,entertainment,20695226.811
"1,195th",A,Nick Jr. en Español,"1,633",13900000.0,9403322629.0,film,28209967.887000002
"1,196th",A,Omar Raja - ESPN,"3,526",13900000.0,23177585655.0,sports,69532756.965
"1,197th",A,Rano's Home رانو هوم,"1,768",13900000.0,17679277813.0,people,53037833.439
"1,198th",B+,ATHLEAN-X™,"1,480",13900000.0,2525153942.0,howto,7575461.825999999
"1,199th",B+,Just For Laughs Gags,"7,467",13900000.0,8044334376.0,comedy,24133003.128
"1,200th",A+,Misti Happy Lifestyle Games & Shor…,"1,805",13900000.0,9705584660.0,people,29116753.98
"1,201st",A-,NDTV,"1,89,650",13900000.0,5995849462.0,news,17987548.386
"1,202nd",A,Great Indian Asmr,327,13900000.0,7199943737.0,people,21599831.211
"1,203rd",A-,Симбочка Пимпочка,734,13800000.0,6577685643.0,music,19733056.929
"1,204th",B+,Comedy Captain,973,13800000.0,1848471665.0,comedy,5545414.995
"1,205th",B,DALLMYD,430,13800000.0,2126489107.0,sports,6379467.3209999995
"1,206th",A,aman dancer real,525,13800000.0,7752958357.0,entertainment,23258875.071
"1,207th",B+,MyMissAnand,441,13800000.0,5300655385.0,entertainment,15901966.155
"1,208th",A,itsmeissie,"1,385",13800000.0,8092516569.0,entertainment,24277549.707000002
"1,209th",A-,Rauw Alejandro,196,13800000.0,13924745319.0,music,41774235.957
"1,210th",A-,Sr indori09,402,13800000.0,3948144725.0,entertainment,11844434.175
"1,211th",B,SK Music Works,177,13800000.0,596271998.0,music,1788815.994
"1,212th",B+,HISTORY,"10,157",13800000.0,4668424577.0,entertainment,14005273.730999999
"1,213th",B+,YoSoyPlex,"1,101",13800000.0,5244565103.0,entertainment,15733695.309
"1,214th",B,MAIKI021,"3,166",13800000.0,1982839218.0,entertainment,5948517.654
"1,215th",A-,Future,74,13800000.0,11823737500.0,music,35471212.5
"1,216th",A-,माशा एंड द बे�…,"1,319",13800000.0,6302707914.0,film,18908123.742
"1,217th",B,Bitcoin Nation,"3,894",13800000.0,951717657.0,entertainment,2855152.971
"1,218th",A-,ONE TIME FACT,541,13800000.0,1287359303.0,,3862077.909
"1,219th",B+,Telugu Filmnagar,"32,309",13800000.0,5782187594.0,entertainment,17346562.781999998
"1,220th",A,ALBUM CREATIONS,"1,546",13700000.0,6032321025.0,entertainment,18096963.075000003
"1,221st",B+,Goldmines Housefull,"1,532",13700000.0,1640293315.0,film,4920879.945
"1,222nd",A,Lagu Anak Indonesia Balita,955,13700000.0,7889842185.0,education,23669526.555
"1,223rd",B+,Wisnu Trijaya,"2,780",13700000.0,4326452554.0,people,12979357.661999999
"1,224th",B+,Greg Renko,717,13700000.0,6195561216.0,entertainment,18586683.648000002
"1,225th",B+,JaidenAnimations,157,13700000.0,2631832402.0,film,7895497.205999999
