Rank,Grade,Username,Uploads,Subscribers,Views,Category,Estimated Revenue ($)
"2,865th",B,Funny Sofia Show,184,8740000,2365178377,entertainment,7095535.130999999
,,,,,,,
"2,867th",B+,Ahmad Aburob,437,8730000,1672670435,entertainment,5018011.305
,,,,,,,
"2,869th",B+,Bageshwar Dham Sarkar,"13,571",8730000,1485210582,entertainment,4455631.745999999
"2,870th",B,Culinária em Casa,"3,673",8730000,763516650,howto,2290549.95
"2,871st",B+,BhavaniHD Movies,"37,623",8730000,4297523234,entertainment,12892569.7
"2,872nd",A-,FUNwithPRASAD,"1,545",8720000,5607730114,comedy,16823190.34
"2,873rd",B+,The Rybka Twins,"1,046",8720000,1936338111,entertainment,5809014.333000001
"2,874th",B-,iKON,744,8720000,2726902791,music,8180708.373000001
"2,875th",B+,utkal cartoonworld,742,8720000,5877595877,film,17632787.63
"2,876th",B+,Celine Dion,133,8710000,5440532566,music,16321597.697999999
"2,877th",B+,Daz Games,"1,600",8710000,2798461942,games,8395385.826
"2,878th",B+,Pixar,879,8710000,4677032886,film,14031098.66
"2,879th",B+,Amixem,"1,036",8710000,3428138285,comedy,10284414.86
"2,880th",B-,LubaTV,774,8710000,1273015715,people,3819047.1450000005
"2,881st",B+,Superherointraining,358,8710000,620827255,entertainment,1862481.7650000001
,,,,,,,
"2,883rd",B+,Mohak Meet,"1,067",8710000,3004208500,games,9012625.5
,,,,,,,
"2,885th",B+,Ssoftoons Hindi,371,8700000,2622230965,entertainment,7866692.895
"2,886th",B+,Mr Bean World,"1,749",8700000,3499954924,film,10499864.77
"2,887th",B-,aLexBY11,"4,219",8700000,1506467183,games,4519401.549
"2,888th",B+,Shemaroo TV,"12,259",8690000,3874539491,people,11623618.47
"2,889th",A-,Jason Vlogs Hindi,643,8690000,5624826411,entertainment,16874479.233000003
"2,890th",A,Ryan HD,479,8680000,5661937676,comedy,16985813.03
"2,891st",B+,Priya Tiwari,"1,031",8680000,3589934141,people,10769802.42
"2,892nd",B-,ToyTocToc,39,8680000,11474488,entertainment,34423.464
"2,893rd",B-,Premium Digiplex Movies,340,8670000,2057259818,film,6171779.454
"2,894th",A-,nyai kembang1,"3,132",8670000,7555879588,comedy,22667638.764000002
"2,895th",B+,ChuChuTV Learning with Surprise Eg…,423,8670000,5168951658,education,15506854.97
"2,896th",B-,Rae Sremmurd,76,8670000,4736715393,entertainment,14210146.179000001
"2,897th",B-,Ameer Bros,280,8670000,1578866329,entertainment,4736598.987
"2,898th",B-,Tamer Hosny,458,8670000,3783545024,music,11350635.07
"2,899th",B,Sonotek Punjabi,"1,729",8670000,3248547767,music,9745643.300999999
"2,900th",B+,BabyBus - Nhạc thiếu nhi,"1,126",8660000,9041082202,education,27123246.61
"2,901st",B+,بشار عربي - bashar arabi,622,8660000,2389795395,sports,7169386.1850000005
"2,902nd",B,Leslie Mckenzzie,"1,105",8660000,3237755880,entertainment,9713267.64
"2,903rd",B+,Silvio Gamer,957,8650000,3257615154,games,9772845.462000001
"2,904th",B,Messy Talk,733,8650000,1018098409,games,3054295.227
"2,905th",A,Fischer's-フィッシャーズ-,"3,787",8650000,18850552030,entertainment,56551656.09
,,,,,,,
"2,907th",B+,Smile family's,"2,558",8640000,936805291,people,2810415.8729999997
,,,,,,,
"2,909th",A-,Sydney Morgan,"1,883",8640000,5057706713,entertainment,15173120.139000002
"2,910th",B+,Dharni,699,8640000,4108971732,music,12326915.195999999
"2,911th",B,NEW LIFE,"1,231",8640000,1308584882,people,3925754.6459999997
"2,912th",A-,Fact Danish,"1,060",8630000,3036583120,people,9109749.36
"2,913th",A,Natkhat Maha,863,8630000,8165929988,entertainment,24497789.96
"2,914th",B+,Slipknot,242,8630000,5340627388,music,16021882.16
,,,,,,,
,,,,,,,
,,,,,,,
"2,918th",B-,Michelle Phan,281,8620000,1056145334,howto,3168436.0020000003
,,,,,,,
"2,920th",B+,Fearless Man FF,"1,073",8620000,2363538261,games,7090614.783
"2,921st",B+,KanalD,"37,736",8610000,9002730421,entertainment,27008191.26
"2,922nd",B+,Chapati Hindustani Gamer,"1,905",8600000,3910567401,games,11731702.2
"2,923rd",A-,Bhajan Marg,"3,878",8600000,2026473478,people,6079420.433999999
"2,924th",B+,ExtremeToys TV,364,8600000,5500923679,entertainment,16502771.036999999
"2,925th",B-,Prem crazy facts,113,8600000,80487369,education,241462.10700000002
"2,926th",B+,Raksha ki Rasoi,"2,686",8600000,2506917952,people,7520753.856000001
"2,927th",B+,Grian,766,8600000,2511895494,games,7535686.482
"2,928th",B,BoomSniper,792,8590000,1288019323,games,3864057.9690000005
"2,929th",A-,Wildlife Adventure In हिन्…,701,8590000,3550945033,education,10652835.1
"2,930th",B+,يوميات حمدى ووفاء,759,8590000,3668451023,entertainment,11005353.07
"2,931st",B,Lenay,"1,369",8590000,1065652301,entertainment,3196956.903
"2,932nd",B,OverSimplified,32,8590000,1178391127,education,3535173.381
"2,933rd",B,Black Flag Army,"1,640",8590000,831915248,games,2495745.744
"2,934th",B,Toy For Kids [토이포키즈],65,8580000,2948389022,entertainment,8845167.066
"2,935th",B,grav3yardgirl,"1,917",8580000,1860289355,howto,5580868.0649999995
"2,936th",B+,facts  provided,864,8570000,1196920359,education,3590761.0769999996
"2,937th",B+,Ksysha Kids TV,139,8570000,2617858333,entertainment,7853574.999
"2,938th",B+,PJ Masks Official,"9,340",8570000,4839526421,film,14518579.26
"2,939th",B,freekickerz,"1,661",8570000,2441435407,sports,7324306.221000001
"2,940th",B+,Mridul Madhok,"3,646",8570000,3813542103,education,11440626.31
"2,941st",B+,SumanTV,"85,476",8570000,4327502373,entertainment,12982507.118999999
"2,942nd",B-,Nour Mar5,323,8570000,1181072231,people,3543216.693
"2,943rd",B,linguamarina,740,8560000,788007025,education,2364021.075
"2,944th",B+,Aaron Esser,457,8560000,3578667702,entertainment,10736003.11
"2,945th",B+,Peri Hernandez,532,8560000,3545785908,people,10637357.72
"2,946th",A-,Scary Teacher 3D Gaming,861,8560000,4837034478,games,14511103.43
"2,947th",B,Awesomeness,"8,242",8550000,3688843022,entertainment,11066529.07
"2,948th",B+,Dr. Pimple Popper,"3,291",8550000,5881200054,education,17643600.16
"2,949th",B,Pulkit shukla TD,885,8550000,2785646129,people,8356938.387
"2,950th",B+,Луана,202,8550000,1620940793,people,4862822.379000001
"2,951st",B,Khan Academy,"8,597",8550000,2139436405,education,6418309.215
"2,952nd",B,Karol Sevilla,289,8550000,854117855,entertainment,2562353.565
"2,953rd",B,Gerson Albuquerque,563,8550000,983443554,people,2950330.662
"2,954th",B+,Biel Valadares,"2,565",8550000,1137709292,entertainment,3413127.8759999997
"2,955th",A,Toy Freaks,492,8540000,6933735324,games,20801205.97
"2,956th",A,nurrayni25,"2,418",8540000,7390935033,entertainment,22172805.1
"2,957th",B+,Podpah,"2,451",8540000,1404497220,entertainment,4213491.66
"2,958th",A-,aandranata,"2,109",8540000,6397103094,people,19191309.281999998
"2,959th",A-,Official iNews,"3,06,578",8540000,5332444110,news,15997332.330000002
"2,960th",B,ค่ายเพลง ได้…,494,8540000,2529482705,entertainment,7588448.115
"2,961st",A-,The Target siblings,532,8540000,1453397147,entertainment,4360191.441000001
"2,962nd",B-,Gulzaar Chhaniwala,103,8530000,2081989522,music,6245968.566000001
"2,963rd",B-,حسن شاكوش - Hassan Shakosh,207,8530000,2586403780,music,7759211.34
"2,964th",B+,JackieZ,564,8530000,1907041971,games,5721125.913
"2,965th",B+,Jarrett Stod,"1,087",8520000,5356141310,entertainment,16068423.93
"2,966th",B,FaZe Clan,"1,845",8520000,1179123751,games,3537371.2529999996
"2,967th",B-,kevingatesTV,475,8520000,9512130043,music,28536390.13
"2,968th",B-,Increase Jankari,400,8520000,249803533,people,749410.5989999999
"2,969th",B,Little Miss Sofia,266,8510000,2998652034,entertainment,8995956.102
"2,970th",B-,Daftar5,5,8510000,70308231,entertainment,210924.693
,,,,,,,
"2,972nd",B+,Барбоскины,"1,412",8510000,8844345097,film,26533035.290999997
"2,973rd",A-,Saregama TV Shows Tamil,"32,795",8510000,10092157418,entertainment,30276472.25
"2,974th",B+,Thar Production,"15,998",8500000,3332197219,music,9996591.657
"2,975th",B+,LeylaStar,"1,381",8490000,2274676413,entertainment,6824029.239
,,,,,,,
,,,,,,,
"2,978th",B,TheThings Celebrity,"4,124",8480000,3339125837,entertainment,10017377.51
"2,979th",B+,Aal Yuarsa,"1,357",8480000,379769252,entertainment,1139307.756
"2,980th",B+,Tool_Tips,"5,273",8480000,7852367808,people,23557103.424000002
"2,981st",B,Screen Rant,"8,118",8480000,4469729019,film,13409187.06
"2,982nd",B+,Fact की दुनिया,555,8480000,1088399422,people,3265198.266
"2,983rd",B+,The Beatles,329,8480000,7315145879,music,21945437.64
"2,984th",A-,Ani Cat,961,8480000,2377261799,entertainment,7131785.397
,,,,,,,
"2,986th",B-,Adesh icON,511,8470000,506192752,entertainment,1518578.256
"2,987th",B,MoonKase,"6,840",8470000,3953334872,games,11860004.62
"2,988th",A-,ข่าวช่อง8,"49,026",8470000,3379846241,news,10139538.72
"2,989th",B+,Life of Luxury,71,8470000,966778855,entertainment,2900336.565
"2,990th",B+,Emmanuel Con Doble Eme,"1,488",8470000,6188722698,people,18566168.09
"2,991st",B+,Harsha Sai - For You Tamil,137,8470000,1513257654,entertainment,4539772.962
"2,992nd",B+,Platinum Records,735,8470000,4632528377,music,13897585.131000001
"2,993rd",B+,Village Food Channel,464,8470000,1649744427,howto,4949233.2809999995
"2,994th",B+,Ossy Marwah I اوسي مروة,253,8470000,983928063,people,2951784.189
"2,995th",B+,腾讯视频 - Get the WeTV APP,"50,921",8460000,6864533464,entertainment,20593600.391999997
,,,,,,,
,,,,,,,
"2,998th",B+,Peppa Pig Asia,"3,908",8460000,5446463643,film,16339390.929000001
"2,999th",B+,Juventus,"5,534",8450000,1278057910,sports,3834173.7299999995
"3,000th",B+,Karolina Protsenko Violin,577,8440000,2054704293,music,6164112.879000001
"3,001st",B,Quizify,19,8440000,45204485,entertainment,135613.45500000002
"3,002nd",A-,Hafu Go,354,8440000,2484834573,entertainment,7454503.719
"3,003rd",B+,X-Finds,"1,351",8440000,5169955296,howto,15509865.89
,,,,,,,
"3,005th",B,Flavia Calina,"2,565",8440000,3606844556,people,10820533.67
"3,006th",B+,L'Algerino,117,8440000,2950245794,music,8850737.382000001
"3,007th",A,Jay & Sharon,415,8430000,8029921836,comedy,24089765.51
"3,008th",B+,Art for Kids Hub,"2,779",8430000,2981920711,education,8945762.133000001
"3,009th",A-,Masha et Michka,"1,521",8430000,3738950074,film,11216850.22
"3,010th",B,loveliveserve,"1,229",8430000,2261970249,entertainment,6785910.7469999995
"3,011th",B-,kemas pake z,"1,714",8420000,817879155,games,2453637.465
,,,,,,,
,,,,,,,
"3,014th",B,F A C T O BOI,375,8420000,695338303,people,2086014.909
"3,015th",B+,Tushar Sonvane,595,8420000,2885246668,entertainment,8655740.004
,,,,,,,
"3,017th",B-,ON,"1,19,334",8410000,2750264116,entertainment,8250792.347999999
"3,018th",B+,NLE CHOPPA,"1,083",8410000,3632883968,music,10898651.9
"3,019th",B,Dima Kids TV,562,8410000,2075156159,film,6225468.477
"3,020th",B+,SMG4,"1,043",8410000,4879910547,entertainment,14639731.64
"3,021st",B+,Itarte Vlogs,761,8400000,3765760073,people,11297280.22
"3,022nd",B+,#Mind Warehouse,937,8400000,2142001622,entertainment,6426004.866
"3,023rd",A-,СИНИЙ ТРАКТОР - Дет…,190,8400000,6387324324,film,19161972.97
,,,,,,,
"3,025th",B,Kristino Olsen,"2,150",8390000,2181694709,entertainment,6545084.126999999
"3,026th",B+,123 GO! CHALLENGE,"1,585",8390000,3666646631,entertainment,10999939.89
"3,027th",B+,Official Arctic Monkeys,90,8390000,5848711010,music,17546133.03
"3,028th",B,Tariq Jamil,"1,567",8390000,813737945,education,2441213.835
,,,,,,,
"3,030th",B+,DDG GAMERS,955,8380000.000000001,1739660929,games,5218982.7870000005
"3,031st",A-,Holy Baam,"3,431",8380000.000000001,3570818891,music,10712456.67
"3,032nd",A,超人不会飞,"1,311",8380000.000000001,5341355496,people,16024066.488000002
"3,033rd",B-,DriveStyle Accessories,98,8380000.000000001,68990628,games,206971.884
"3,034th",A-,ARE YOU HUNGRY,"1,303",8380000.000000001,5735453649,people,17206360.95
"3,035th",B,Sansad TV,"85,160",8380000.000000001,1602529591,news,4807588.773
,,,,,,,
"3,037th",B+,Fun Kids House,45,8369999.999999999,1139441783,education,3418325.3490000004
"3,038th",B,1412 CH,"1,310",8369999.999999999,1544463249,games,4633389.747
"3,039th",B+,Dankev,"2,194",8369999.999999999,2666952378,entertainment,8000857.134
"3,040th",B+,DisneyPlus Hotstar,"4,178",8359999.999999999,4782813389,entertainment,14348440.167000001
"3,041st",B+,Fábio Teruel,"3,436",8359999.999999999,1126991917,entertainment,3380975.7509999997
"3,042nd",B+,Prank King Entertainment,294,8359999.999999999,1920218062,entertainment,5760654.186
"3,043rd",B+,Inoxtag,413,8359999.999999999,1175195543,entertainment,3525586.629
"3,044th",B+,Shiloh & Bros,157,8359999.999999999,4293791043,people,12881373.128999999
"3,045th",B,fikrifadlu,413,8350000,3736091325,entertainment,11208273.975000001
"3,046th",B-,Grupo Firme,138,8350000,7516654582,music,22549963.75
"3,047th",B,Gameplayrj,"20,515",8350000,3836066450,games,11508199.350000001
"3,048th",A-,Intalord,471,8350000,2336383297,film,7009149.890999999
"3,049th",B+,LMFAOVEVO,28,8350000,4993236280,music,14979708.84
"3,050th",B+,Rammstein Official,157,8350000,6241683324,music,18725049.97
"3,051st",A-,Jairitosolano,390,8350000,3778531397,people,11335594.19
"3,052nd",B,MOP Channel,"7,484",8350000,1453406734,entertainment,4360220.202
"3,053rd",A-,Semih Varol,"3,660",8350000,10071118078,entertainment,30213354.233999997
"3,054th",B+,NMás,"1,19,037",8350000,6383381300,news,19150143.9
,,,,,,,
"3,056th",A-,Trysatyacarlitoss,"16,083",8340000,7912718787,people,23738156.360999998
"3,057th",B+,Roberta Pupi,987,8340000,2213751689,entertainment,6641255.067
"3,058th",B,RealSHOW,370,8340000,1032895891,entertainment,3098687.673
"3,059th",B-,Marcos Piveta,41,8340000,284882746,comedy,854648.2379999999
"3,060th",B+,Luísa Sonza,115,8340000,2826941167,music,8480823.501
"3,061st",A-,OSR Digital,"5,130",8340000,4114562590,film,12343687.77
"3,062nd",B+,Rima,819,8330000,2052768415,games,6158305.245
"3,063rd",A,Nathan Kessel,"1,473",8330000,7941688307,people,23825064.92
"3,064th",A-,كينج مصر | King Misr,682,8330000,2474499216,education,7423497.648
"3,065th",B,TheBrainDit,"9,133",8330000,3182429078,games,9547287.234000001
"3,066th",B+,Smosh Pit,"2,348",8330000,3695188965,people,11085566.9
"3,067th",B+,Kedoo Toons TV - Funny Animations …,"3,521",8330000,3728596045,film,11185788.14
"3,068th",A-,baris resmii,479,8320000,2467214555,entertainment,7401643.665000001
"3,069th",A-,Natop Shorts,295,8320000,1357533576,games,4072600.7279999997
"3,070th",A-,The Pet Collective,"8,117",8320000,5505415030,animals,16516245.09
"3,071st",B+,WhistlinDiesel,136,8320000,1067673614,people,3203020.842
"3,072nd",A-,Dave Ardito,244,8320000,3387547407,entertainment,10162642.22
"3,073rd",A-,HOOOTDOGS,494,8320000,4008281103,comedy,12024843.31
"3,074th",B,Chanda Pop Songs,"2,884",8320000,681000482,music,2043001.446
"3,075th",B+,Piero Start,543,8320000,2201932097,entertainment,6605796.291
"3,076th",B+,Adda247,"48,932",8310000.000000001,1462843522,education,4388530.566000001
"3,077th",A-,The Anazala Family,160,8310000.000000001,1363429792,entertainment,4090289.3759999997
"3,078th",A-,Moscow Spider,"3,432",8310000.000000001,5441797742,film,16325393.23
"3,079th",A,Tik Tok Cold,"18,840",8310000.000000001,5132133784,people,15396401.35
"3,080th",A-,KaanPhod Music,"3,186",8310000.000000001,4826563227,music,14479689.68
"3,081st",B+,Usher,237,8310000.000000001,7272883083,music,21818649.248999998
"3,082nd",A-,Rizky Aulia,"1,422",8310000.000000001,2218160954,entertainment,6654482.862
"3,083rd",B+,The Organic Chemistry Tutor,"2,820",8300000.000000001,1285809340,education,3857428.0200000005
"3,084th",A+,cocoz toon,69,8300000.000000001,1860238083,film,5580714.249
"3,085th",B+,RDC Rajasthani,"14,333",8300000.000000001,3403482567,music,10210447.7
"3,086th",B,توبز TOPZ,634,8300000.000000001,1084159394,entertainment,3252478.182
"3,087th",B+,Red k7,"6,326",8300000.000000001,2162700167,games,6488100.501
"3,088th",B+,Brad Mondo,715,8300000.000000001,1873159003,entertainment,5619477.009
"3,089th",A-,Anthony & Ana,"2,570",8289999.999999999,5996341597,people,17989024.79
"3,090th",B-,Iggy Azalea,16,8289999.999999999,4225694797,entertainment,12677084.39
"3,091st",A-,Satisfying Cakes,"2,700",8289999.999999999,5096767643,entertainment,15290302.929000001
"3,092nd",B,আলোর পথ,"1,788",8289999.999999999,1362390789,education,4087172.3670000006
"3,093rd",B+,BBC Radio 1,"4,938",8289999.999999999,3794279815,music,11382839.45
"3,094th",B-,Jen Smith,"1,979",8289999.999999999,3008893634,people,9026680.902
"3,095th",B+,Flashback FM,"1,723",8289999.999999999,8439825379,film,25319476.137000002
"3,096th",B+,DakPlay,"1,167",8289999.999999999,5021281494,games,15063844.48
"3,097th",B+,Putih Abu-Abu,638,8279999.999999999,2457698545,music,7373095.635
"3,098th",B-,Zuuks Games,69,8279999.999999999,101289522,games,303868.566
,,,,,,,
"3,100th",B+,GetsetflySCIENCE by Gaurav Thakur,734,8270000,1259154477,tech,3777463.431
"3,101st",B+,Pramod`s Life,366,8270000,3739612873,autos,11218838.62
"3,102nd",B+,Twi Shorts,675,8270000,3635792492,games,10907377.48
"3,103rd",B+,Léo Medeiros,"1,045",8270000,1553444893,people,4660334.679
"3,104th",B+,Professor Live,658,8270000,1775576694,entertainment,5326730.0819999995
"3,105th",B-,KopraL Jono,546,8270000,1048896063,games,3146688.1890000002
,,,,,,,
"3,107th",B+,Диана и Рома,630,8270000,3283688835,entertainment,9851066.504999999
"3,108th",B+,animaLize21,367,8270000,1495147788,entertainment,4485443.364
"3,109th",A-,News18 Punjab,"2,03,070",8260000,4782265758,entertainment,14346797.27
"3,110th",B+,Shfa stories,352,8260000,2488935811,people,7466807.433
"3,111th",A-,Time To Fun,"1,279",8260000,5065796185,entertainment,15197388.56
"3,112th",B-,Colleen Ballinger,"1,091",8260000,1922164600,comedy,5766493.800000001
"3,113th",B,Rai Star,37,8260000,194185634,games,582556.902
"3,114th",B+,Hau Hoang,265,8260000,3478267846,music,10434803.537999999
"3,115th",B+,عائلة حسام,410,8260000,5222586576,people,15667759.73
"3,116th",B+,Bon Jovi,342,8260000,7836074076,music,23508222.23
"3,117th",B,دروس أونلاين,628,8260000,453610077,education,1360830.231
"3,118th",B+,Shweta nagar,683,8260000,2091182718,people,6273548.154
"3,119th",B+,Jordan B Peterson,"1,052",8260000,836274498,education,2508823.494
"3,120th",B,Mic Set,200,8250000,675181110,comedy,2025543.33
"3,121st",B-,LaurDIY,460,8250000,453912089,howto,1361736.267
"3,122nd",B,Данкар,629,8250000,1569902405,entertainment,4709707.215
"3,123rd",B-,HelloMaphie,498,8250000,1977369346,entertainment,5932108.038
"3,124th",B+,Pica-Pau em Português,"2,023",8250000,3027394491,film,9082183.473
"3,125th",B+,أوسمز oCMz,"3,007",8250000,2467311952,games,7401935.856000001
